Timestamp,Title,Short Title,Date,Place,Organisation,Topics,Website,Editor,Taggs,Other,Registration Deadline,Issue
11/24/2011 19:04:10,"Summer School in Social Complexity - ISCV - Valparaíso, Chile",,"23rd to the 27th of January, 2012","Valparaíso, Chile",Instituto de Sistemas Complejos de Valparaíso,"The Summer School is expected to bring together students with a vocation for research in disciplines like physics, ecology or evolutionary biology, and with an interest in using their conceptual and analytical background to address social problems. We also expect to appeal social scientists interested in developing their research in interdisciplinary teams that include representatives of the natural sciences.
In this Summer School the students a) are going to be introduced to the formal methods that are used in social complexity studies: game theory, experimental analysis, social dynamics, agent-based simulations and social network analysis; b) get exposed to applications of these methods to problems being as diverse as the distribution of wealth, spatial segregation, knowledge dynamics, the common pool resources; and c) are going to have the opportunity to develop their own approaches to problems posed by the researchers.
Starting from this premise, we hope to promote the development of interdisciplinary research projects in social complexity and strengthen the relationship between researchers and the private/public sector intending to address problems of the social reality relevant for the environment of the ISCV.
Information: Vacancies limited to 15 places for representatives of the natural sciences; and 5 for representatives of the social sciences. Successful applications will receive full scholarships. Scholarships cover subsistence and accommodation costs as well as transport within the city of Valparaíso, not included are travel costs outside of Valparaíso, these are covered by the student.
Eligibility: Post-graduate students or with a post-graduate degree in natural sciences, e.g. engineering, biology, physics or mathematics; and social sciences, e.g. anthropology, sociology or political science.
knowledge of programming languages and passive knowledge of English is desirable.",http://www.iscv.cl/escuela-verano/,Sascha,"Policy, Social Networks, Societal Transition, Complex Systems",,2011-12-16,234
12/9/2011 12:10:59,Kick-off meeting CrimEx  (FuturICT flagship),,"January 25 to 27, 2012","Rome, Italy",,"During the meeting we will discuss the issues related with the startup of FuturICT Crime and Corruption Exploratory, including (i) contents, (ii) governance, (iii) logistic, (iv) info networks, (v) resources.
Docs about crimEx
https://docs.google.com/open?id=0By-nT9oBy-oTMWE0NDNkZjctZmRhZS00ZmU4LTkwYzktNWU5NTlhNTY0ZWM5
https://docs.google.com/open?id=0By-nT9oBy-oTN2E1ZjQ4NmQtNzcyMi00NzNlLWJhNDAtNTBmYzAwY2IzZ",http://futurictcrimeexploratory.wordpress.com/,Sascha,"Policy, Social Conflict",,,235
12/24/2011 9:18:51,Repast HPC Hands-On Workshop in January,,January 23-26,Chicago area,Argonne Leadership Computing Facility,"Those interested in Repast HPC and able to be in the Chicago area in January may want to attend the Argonne Leadership Computing Facility's ""Getting Started"" workshop, which will include an introduction to work on the Blue Gene/P supercomputer and a hands-on session on Repast HPC presented by members of Repast HPC's development team.
The workshop will take place from January 23rd to the 26th. The first day will offer a broad introduction to the Blue Gene/P hardware and software, with more specialized topics presented in the subsequent days. The Repast HPC component is slated for the 26th.",http://workshops.alcf.anl.gov/gswjanuary12/,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",repast-interest,,236
12/24/2011 10:14:48,Euro-NF Summer School for Master and PhD Students on Modeling and Analysis of Novel Mechanisms in Future Internet Applications,,"March 28th - April 4th, 2012 ","Wuerzburg, Germany ",,"The summer school intends to deepen knowledge in modeling and analysis of emerging web 2.0 technologies, social networks and prospective applications. The goal is to bring together underlying network aspects with upcoming and emerging Internet applications. ",http://www3.informatik.uni-wuerzburg.de/events/summerschool2012,Richard,"Social Conflict and Social Simulation, Societal Transitions, System Dynamics, Complex Systems, Social Networks",SOCNET,2012-01-09,236
1/20/2012 11:59:40,Information Systems for Crisis Response and Management (ISCRAM2012) - Ph.D Colloquium,,Sunday 22nd April 2012 9am – 4.30pm,"Vancouver, Canada",,"The goals of the ISCRAM 2012 Ph.D. Colloquium are three-fold:
1. To develop and sustain a network of young scholars conducting high quality research in the area of Information Systems for Crisis Response and Management.
2. To support the next generation of crisis management researchers by addressing issues relevant to the progression of a research career.
3. To allow participants to discuss their research with leading specialists, scholars and peers in an international setting.
",http://www.iscram2012.org/,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems",SOCNET,2012-02-15,238
1/20/2012 12:16:32,Workshop: Teaching Individual/Agent-based Modeling,,"June 25-29, 2012","Humboldt State University, Califonia, USA",Humboldt State University,"Topics to be covered include:
- when and why to use IBMs, for both theoretical and applied science;
- strategies for designing models that are ""as simple as possible, but not simpler"";
- software techniques: programming IBMs, testing software, and running simulation experiments;
- model analysis and publication: how to produce science once a model is built; and
- linking your empirical research to individual-based science.
The course will use NetLogo.",http://www.humboldt.edu/ibm/,Sascha,Agent-Based Modelling,,,238
1/20/2012 12:19:19,Introductory Course in Individual- and Agent-Based Modeling,,7. - 15. June 2012,"Dresden, Germany",TU Dresden,"The course provides an overview over the state-of-the art in individual- and agent-based modeling, model development, implementation, parameterization, and sensitivity analysis. Further topics are the handling of uncertainties in data, the design of simulation experiments and the statistical analyses of their results.
The class is intended primarily for graduate students interested in the development and application of IBMs/ABMs in the frame of their study and those who look for an effective strategy for analyzing running models and conducting simulation experiments.
The software platform „NetLogo“ will be used in combination with the “R” software for statistical analyses. Basic knowledge of both Netlogo and R will be useful. Material introducing NetLogo and R will be provided before the course.
The lecturers are ecologists, so most of their example models will be from ecology. Scholars from other disciplines are also welcome.",http://www.forst.tu-dresden.de/summerschool/,Sascha,Agent-Based Modelling,,2012-02-28,238
2/16/2012 21:41:14,2012 Lipari International Summer School in Computational Social Science,Lipari2012,"July 21 - July 28, 2012","Lipari Island, Italy",Lipari School Organization,"[..] Digital footprints are left behind any such access on very detailed digital logs. Such data logs provide a rich repository for socially relevant analysis and optimization algorithms. The Computational Social Science discipline lies at the intersection of social science and computational science, providing a scientific framework for understanding this phenomenon. The 2012 Lipari School on Computational Social Science will address this topic through seminar sessions by world-class researchers in the field. The “Social Data Mining” theme of this 2012 edition will focus on the current regime of online news and text/data mining techniques to advance our understanding of the new media and emergent news. ",http://lipari.cs.unict.it/LipariSchool/ComputationalSocialScience/,Sascha,Methods in General,,2012-05-29,240
2/17/2012 11:47:41,Online Course: Model Thinking,,Class starts February 2012,online,"Center for the Study of Complex Systems, Ann Arbor","In this class, the lecturer presents a starter kit of models: The lecturer starts with models of tipping points. He moves on to cover models explain the wisdom of crowds, models that show why some countries are rich and some are poor, and models that help unpack the strategic decisions of firm and politicians.
The models cover in this class provide a foundation for future social science classes, whether they be in economics, political science, business, or sociology. Mastering this material will give you a huge leg up in advanced courses. They also help you in life.
For each model, the lecturer presents a short, easily digestible overview lecture. Then, he will dig deeper and go into the technical details of the model. Those technical lectures won't require calculus but be prepared for some algebra. For all the lectures, the lecturer will offer some questions and there will be quizzes and even a final exam. If you decide to do the deep dive, and take all the quizzes and the exam, you'll receive a certificate of completion. If you just decide to follow along for the introductory lectures to gain some exposure that's fine too. It's all free. And it's all here to help make you a better thinker!",http://www.modelthinker-class.org/,Sascha,"Spatial and Ecological-Economic issues, Policy Making, Methods in General, Complex Systems",,-,240
3/1/2012 12:00:23,An Introduction to Social Simulation aimed at PhD students/researchers ,,"16/17 April, 3/10/17 May 2012 ","Manchester, UK","School of Geography, University of Leeds; Centre for Policy Modelling, Manchester Metropolitan University; Institute for Social Change, University of Manchester","This is primarily aimed at Social science postgraduates and research staff, but might be of interest to anyone interested in social simulation models and methods, including those from complexity science, ecology, geography, economics, organisational science and business.
Introduces the methods and techniques of social simulation, including microsimulation and agent-based simulation. The course will include pedagogic material on the full range of issues for social simulation.  The tutors and demonstrators will discuss three detailed case studies ranging across the social sciences, and which introduce the principles of social simulation from the bottom up.  Participants will be encouraged to think through the possibilities for applying simulation in the context of their own research, individually and in small groups. ",http://manchester-complexity.blogspot.com/2012/02/introduction-to-social-simulation-aimed.html,Sascha,"Agent-Based Modelling, Methods in General",,,241
3/1/2012 12:32:56,"Capturing Business Complexity with Agent-Based Modeling and Simulation: Useful, Usable, and Used Techniques",,"May 14–18, 2012","Argonne, IL, USA",Argonne National Laboratory and the Santa Fe Institute,"An intensive business applications-oriented introduction to agent-based modeling and simulation (ABMS) based on Michael North and Charles Macal’s new book Managing Business Complexity: Discovering Strategic Solutions with Agent-Based Modeling and Simulation (Oxford 2007). The first half of the course will focus on ABMS concepts from the perspective of company managers and analysts. The second half of the course will focus on ABMS implementation from the perspective of company software developers and will include extensive hands-on exercises. Participants are invited to attend the first session, the second session, or both depending on their interests. Each participant will receive a copy of Managing Business Complexity and break refreshments as part of their course fee.",http://www.dis.anl.gov/conferences/abms/info.html,Sascha,Agent-Based Modelling,,-,241
3/2/2012 11:11:46,CfA Berlin Summer School in Social Sciences 2012 – Linking Theory and Empirical Research,,"July 15-27, 2012",Berlin,,"""The Berlin Summer School in Social Sciences – Linking Theory and Empirical Research aims at promoting young researchers by strengthening their methodological understanding in linking theory and empirical research.
In a first step, we tackle the key methodological challenges of concept-building, causation and micro-macro-linkage that occur in all research efforts and aim at a clarification of the epistemological implications underlying methodological paradigms. In a second step, we apply these methodological considerations by looking at how central empirical fields of research in political science and sociology have dealt with these challenges and – by referring to selected empirical studies – what solutions have been found to overcome them. Furthermore, participants are provided with hands-on research advice and have the opportunity to present their own work and approaches to these issues.
The Berlin Summer School is a joint endeavor of two of Germany’s leading social science institutions, the Berlin Graduate School of Social Sciences (BGSS) at Humboldt-UniversitätzuBerlin and the Social Science Research Center Berlin (WZB).
The two-week summer school both attracts internationally renowned scholars and draws on Berlin-based faculty. Among the confirmed international lecturers are Delia Baldassarri (Princeton University), Peter Bearman (Columbia University), Mark Bevir (UC Berkeley), Craig Calhoun (NYU/LSE), Donatella Della Porta (EUI), Ronald Inglehart (University of Michigan), and Klaus von Beyme (Universität Heidelberg).
The international summer school is open to thirty PhD candidates. Due to generous funding by the BGSS and the WZB, there will be no tuition fee. We have applied for additional funding and thus might be able to cover travel and accommodation costs for all participants. A decision is expected soon. Five ECTS Credit Points can be granted upon successful completion. The call for applications has opened. Applications can be submitted online via the application form.""","For additional information, please visit our webpage at www.berlinsummerschool.de or contact directly Andreas Schäfer at summerschool.bgss@hu-berlin.de",Richard,"Agent-Based Modelling, Methods in General, Complex Systems",POLMETH,2012-03-31 (application deadline),241
3/2/2012 11:50:58, 14th European Agent Systems Summer School,EASSS 2012,28th May-1st June 2012,"Valencia, Spain",,"The 14th European Agent Systems Summer School (EASSS 2012) will be held at the Universitat Politecnica de Valencia, Valencia, Spain, from the 28th of May to the 1st of June, 2012, in the week preceding  AAMAS (the International Conference on Autonomous Agents and Multiagent Systems). As its highly successful earlier incarnations, EASSS 2012 will offer a rich programme of both introductory and advanced courses on a broad range of topics  in the  area of Autonomous Agents and  Multiagent Systems. The courses are aimed at PhD students, advanced Master's students, and other young researchers  and will be taught by  leading researchers in the  field.
EASSS  is organised  under  the auspices  of EURAMAS,  the European Association for Multiagent Systems (www.euramas.org). Registration will soon be open at http://easss2012.webs.upv.es/. The early registration deadline is April 18th. Follow us on Twitter to be informed about the latest news regarding EASSS 2012 (http://twitter.com/easss2012).",http://www.euramas.org,Richard,"Agent-Based Modelling, Methods in General, Complex Systems",agents-request,,241
3/2/2012 11:59:45,IJARAS: Call for papers & Book announcement,,-,-,,"This is to kindly inform you of the next two call for papers for IJARAS,the International Journal of Adaptive, Resilient, and Autonomic Systems.
IJARAS is now in its third year of publication, during which it hosted many an important contribution from top-notch scholars throughout theworld. Its entire first volume has been recently reprinted and is availablefrom March 2012 as book ""Technological Innovations in Adaptive and DependableSystems: Advancing Models and Concepts"", which may be ordered here:http://www.igi-global.com/book/technological-innovations-adaptive-dependable-systems/59728It is likely the the same reprinting policy will be applied to all volumesof IJARAS.",http://www.igi-global.com/development/author_info/guidelines%20submission.pdf,Richard,"Agent-Based Modelling, Methods in General, Complex Systems",,,241
3/15/2012 13:46:01,The Science of Complexity: Understanding the Global Financial Crisis,,"May 16 – 18, 2012","Arlington, VA, USA",Santa Fe Institute and the Krasnow Institute for Advanced Study at George Mason University,"Much of the thinking underlying mainstream economics doesn't capture the complex dynamics present in today's financial system.  This 3-day symposium offers an introduction to the science of complexity and the new insights it provides into the 2008 financial crisis, including the Eurozone crisis. New approaches in the areas of non-linear dynamical systems, systemic risk, behavioral finance, computational economics, and network science will be examined.
Participants will come away with a deeper knowledge of the application of complex adaptive thinking to the analysis of global economic and financial systems.",http://krasnow.gmu.edu/soc/,Sascha,Market Dynamics,,-,242
3/16/2012 16:09:44,11th International Conference on Autonomous Agents and Multiagent Systems,AAMAS 2012,"June 4-8, 2012","Valencia, Spain",,"AAMAS is the leading scientific conference for research in autonomous agents and multiagent systems. The AAMAS conference series was initiated in 2002 by merging three highly respected meetings: the International Conference on Multi-Agent Systems (ICMAS); the International Workshop on Agent Theories, Architectures, and Languages (ATAL); and the International Conference on Autonomous Agents (AA). The aim of the joint conference is to provide a single, high-profile, internationally respected archival forum for scientific research in the theory and practice of autonomous agents and multiagent systems.",http://aamas2012.upv.es/,Sascha,"Agent-Based Modelling, Methods in General",,2012-04-16,242
3/16/2012 16:29:55,Call for Participation Swarmfest 2012,,"July 29-31, 2012","Downtown Charlotte, N.C.","Complex Systems Institute at the University of North Carolina, Charlotte","Swamfest is the annual meeting of the Swarm Development Group (SDG), and one of the oldest communities involved in the development and propagation of agent-based modeling. Swarmfest has traditionally involved a mix of both tool-users and tool-developers, drawn from many domains of expertise. These have included, in the past, computer scientists, software engineers, biomedical researchers, ecologists, economists, political scientists, social scientists, resource management specialists and evolutionary biologists. Swarmfest represents a low-key environment for researchers to explore new ideas and approaches, and benefit from a multi-disciplinary environment.
This year we will continue to examine the range of systems being modeled with ABM, with the possibility of providing some guidance as to the suitability of the various types of agent-based models for particular types of modeling goals. We also encourage the sharing of our experiences with attempting to gain acceptance of ABM within our own research communities, and discuss strategies where cross-domain examples/analogies can aid in that process. We will also try to identify future avenues for ABM research, including the ""next"" generation of ABM tools, platforms and application.
Watch this List as well as the Swarm Development Group homepage for upcoming news on the location facilities, program and logistics.",http://www.swarm.org/,Richard,"Agent-Based Modelling, Methods in General, Complex Systems",OpenABM,2012-05-28 (abstract submission),242
3/30/2012 10:25:31,Santa Fe Institute Complexity and Modeling Program,CAMP,"July 8-21, 2012","Fairfax, Virginia, USA","Santa Fe Institute, George Mason University","Explore complexity science through ecology in the fields and woodlands of northern Virginia. The Santa Fe Institute and George Mason University-- leaders in the field of complex systems education—offer this intensive two-week program on the GMU campus. Using computer modeling, field data, discussions/seminars, and team collaborations you’ll conduct research in cutting-edge complexity science.  Days are made up of instruction, small working group sessions, and research time combined with extra-curricular events. Residential and day student options. Scholarships available.",http://santafe.edu/education/schools/summer-camp/,Sascha,"Methods in General, Complex Systems",,2012-05-15,243
3/31/2012 11:23:03,Computational social science panel at RC33 conference (Sydney 9-13 July),,9-13 July,University of Sydney,,"Prof. Robert Ackland is proposing a panel session on computational social science at the upcoming RC33 Eighth International Conference on Social Science Methodology, to be held at the University of Sydney, 9-13 July. Please contact him if you are interested in participating.
",http://conference.acspri.org.au/index.php/rc33/2012/index,Richard,"Spatial and Ecological-Economic issues, Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems",SOCNET,,243
3/31/2012 11:36:15,The 7th ECPR Summer School in Methods and Techniques ,,27th July – 11th August 2012 ,Slovenia ,University of Ljubljana,"The course programme of the 7th Summer School in Methods and Techniques (SSMT) has been posted on the web. The programme features 9 two-week full courses, 13 one-week full courses (during week 1 or week 2), as well as 6 ""refresher"" courses. The Summer School now forms, together with the Winter School, the ""ECPR Methods School"" which offers a three-step curriculum (introductory - intermediate - advanced), most of the intermediate-level courses being offered at the Summer School.
Course information can be be found via http://new.ecprnet.eu/MethodSchools/SummerSchools.aspx (move your cursor on the ""Summer School"" banner --> ""2012 - Ljubljana"" to consult the course list with the detailed outlines). NB: a few modifications & complements must still be brought to list of course outlines. Full info on registration, tuition fees (including ""early bird"" discount and other discounts) will also be posted soon.  If you have any questions or require any further information please contact Denise Chapman, Methods School Manager, preferably by email: dchap@essex.ac.uk (or phone : +44 (0)1206 874115).",http://new.ecprnet.eu/MethodSchools/SummerSchools.aspx,Richard,"Spatial and Ecological-Economic issues, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems, Social Networks",POLMETH,,243
4/12/2012 19:16:19,Simulating Knowledge Dynamics in Innovation Networks: 2nd workshop,SKIN-WS2,"31st May - 1st June, 2012","Koblenz, Germany",,"SKIN (Simulating Knowledge dynamics in Innovation Networks) is a multi-agent model of innovation networks in knowledge-intensive industries that is grounded in empirical research and theoretical frameworks from innovation economics and economic sociology. Using conceptual models based on robust empirical studies, SKIN can be used for learning about the processes for creating, transferring and distributing knowledge, collaborating for innovation, and the governance of these processes, collaborations and networks. Developed using case studies from different technological and institutional contexts, SKIN is one of the leading platforms for applying agent-based modelling (ABM) to the innovation networks found in a variety of real world contexts.",http://cress.soc.surrey.ac.uk/SKIN/events/skin2,Sascha,"Agent-Based Modelling, Social Networks",,2012-04-17,244
4/13/2012 12:10:23,ESSA@work 2012,,9/11/2012,"Salzburg, Austria",European Social Simulation Association (ESSA),"ESSA@work is a workshop where any modeller can receive and give support on their and others’ simulation-work-in-progress. During one day, a group of participants (max. 12) and experts will discuss the simulation project of each participant (presentation phase) and form small parallel discussion groups based on any desired topic (discussion phase). The combination of involved people, cutting edge research and a good constructive atmosphere makes the meetings valuable for any participant.
This type of workshop has proven its value to many modellers already, so join in and see how it can work for you? The ability to talk with peers and experts during the development of your simulation is very valuable. The covered topics is very diverse. It can address questions from any stage of simulation development, for instance:
- formalisation
- validation & verification
- gather empirical data
- simulation experiments
- tools (MAS/ABM toolkits, statistical tools, etc)
- programming
The day starts with the ‘presentation phase’ , where every participant will give a presentation about their work and their current questions (15 mins) followed by a plenary discussion. After lunch, we continue with the ‘discussion phase’. Here, small groups are formed and 3 parallel theme-discussions will then take place. At the end of the day, every participant should not only go home with input for their own work, but also feel very stimulated and motivated after an eventful day.",http://www.essa.eu.org/essa-work-2/essa-work-1,Sascha,Methods in General,,2012-05-01,244
4/13/2012 17:39:50,The Thirteenth International Workshop on Multi-Agent-Based Simulation – Multi-Agent Simulation of/and the Society,MABS’12,4th-5th June 2012,"Valencia, Spain",,"""Simulation methodologies
- standards for MABS
- methodologies and simulation languages for MABS
- simulation platforms and tools for MABS
- Organizational and analytic tools
- approaches for large-scale simulations
- scalability and robustness in MABS
- future challenges in MABS
Simulation of social and economic organizations
- formal and agent models of social organizations
- cognitive organizations and social simulation
- game theory and simulation
- social structure: social networks and simulating organizations
- simulating social complexity (e.g. structures and norms, social order, emergence of cooperation and coordinated action, self-organisation, the micro-macro link)
Applications / Empirical work
- MABS in environmental organizations
- MABS and cloud computing
- agent-based experimental economics
- participative-based simulation
- MABS and games""",http://www.irit.fr/mabs2012,Sascha,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, Game Theory, Complex Systems, Social Networks",,,244
4/27/2012 13:34:25,International Political Science Association Research Methods in Social and Political Sciences Summer School in Singapore,IPSA Summer School,June 25th to July 6th,Singapore, International Political Science Association,"- Case Study Methods and Small-N Research Designs
- Comparative Cross-National Survey Analysis with Multivariate Techniques
- Experimental Methods
- Mixed Method Designs
- Modern Regression Analysis
- Qualitative Comparative Analysis and Related Methods",http://sg-summerschool.ipsa.org,Richard,"Policy Making, Agent-Based Modelling, Methods in General, Complex Systems, Social Networks",POLMETH,,245
5/12/2012 11:45:49,Northeastern/Harvard/MIT Workshop on Computational Social Science,,"May 30- June 1, 2012","The Institute for Quantitative Social Science, Harvard University",@ IQSS,"8:30am-9am: Registration

9-10am: Opportunities and challenges in the study of digital traces (David Lazer, welcome and introductory remarks)

10am-6pm (with breaks): Workshop 1:  From Tweets to Results: How to obtain, mine, and analyze Twitter data (Derek Ruths, McGill University)

*May 31*
9am-5pm (with breaks): Workshop 2:  Network Visualization (Yu-Ru Lin, Northeastern/Harvard Universities)

*June 1*
10am-12pm: Self-organized discussions
1pm-5pm: Workshop 3:  Studying the dynamics of human proximity (Human Dynamics Lab, MIT/  Prof. Alex Pentland, Director)",http://hd.media.mit.edu,Richard,"Social Conflict and Social Simulation, Agent-Based Modelling, Social Networks",POLMETH,,246
5/26/2012 12:02:26,II Gefenol Summer School on Statistical Physics of Complex and Small Systems,,"September 3-14, 2012","Centro de Ciencias Pedro Pascual in Benasque, Huesca, Spain",Grupo de Fisica Estadística y No Lineal (GEFENOL) of the Spanish Physical Society,"The Summer School is co-sponsored by the European Science Foundation through the PESC activity Exploring the Physics of Small Devices,  and it is open to students world-wide and will take place along two weeks in which there will be a total of six courses on the following subjects:

- Stochastic Thermodynamics. Massimiliano Esposito, Université Libre de Bruxelles, Belgium
- Evolution and Statistical Mechanics. José A. Cuesta, Universidad Carlos III de Madrid, Madrid, Spain. 
- Statistical Physics of Networks and Proteins.  Paolo de los Rios, EPF de Laussane, Laussane, Switzerland.
- Systems Biology. Jordi García-Ojalvo, UPC, Barcelona, Spain.
- Neurobiology and Behavior. Gonzalo G. de Polavieja, Instituto Cajal (CSIC) Madrid, Spain.
- Experiments in Soft Matter. Francesc Sagues, Universitat de Barcelona, Barcelona, Spain.

Fellowships covering the lodging cost will be available.",http://benasque.org/2012gss/,Richard,"System Dynamics, Methods in General, Complex Systems",ESSA,2012-06-15,247
5/26/2012 13:13:49,CfP - ICST Social Informatics Journal,,2012-10-30,-,,"We have a great pleasure to announce a Special Issue of ICST Social Informatics Journal (Peer-Reviewed and well Indexed)

Indexed in:
ICST publications are equipped with complete publication identifiers (ISSN/ISBN, DOI, etc.) and are submitted to all the traditional scholarly indexing services, including the Thomson Reuters/ISI Science Citation Index, Google Scholar, ISI Proceedings, EI, DBLP, ZBIMath/Compuserve, IO-Port, Scopus, INSPEC, and Zentralblatt Math.

Topics: Network evolution and growth mechanisms, On-line communities and computer networks, Information diffusion in social networks, Detection of communities by document analysis, Topology of real networks, Information diffusion in social networks, Recommendations for product purchase, information acquisition andestablishment of social relations, Impact of recommendation models on the evolution of the social network, Classification models and their application in social recommender systems, Economical impact of social network discovery, Use of social networks for marketing, Web page ranking informed by social media, Search algorithms on social networks, Collaborative Filtering, Anomaly detection in social network evolution, Data protection inside communities, Crime data mining and network analysis, Modeling trust and reputation in social networks, Misbehavior detection in communities, Geographical clusters, networks, and innovation, International Collaborations in e-Social network, Automatic discovery and analysis of Web based social networks, Link Topology and Site Hierarchy, Web communities, Web-Based Cooperative Work, Benchmark creation, Measures and methodologies.",http://icst.org/social-informatics/,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",SOCNET,,247
5/26/2012 13:20:32,Workshop - Introduction to Spatial Agent-based Modeling,,2012-11-7,"Ottawa, Canada",59th Annual North American Meetings of the Regional Science Association International,"Workshop VII: Introduction to Spatial Agent-based Modeling, Yuri Mansury and László Gulyás. This workshop introduces participants to computational agent-based modeling (ABM) of spatial systems. We present ABM programming algorithms and advise for the beginners in agent-based modeling. NetLogo is the principal multi-agent programming environment in this workshop. Participants will receive handouts describing the algorithms and their documentations, as well as electronic copies of the NetLogo implementation. We will show examples where direct interactions drive system behavior, in particular the application of agent-based modeling to a Residential Segregation problem where spatial patterns emerge from the uncoordinated actions of heterogeneous agents. The workshop proceeds in stages where (i) ABM techniques and application to Residential Segregation problem are presented; (ii) the role of space is examined; (iii) participants worked through ABM tutorials.

See details: http://www.narsc.org/workshop_vii.pdf",http://www.narsc.org/newsite/?page_id=2547,Richard,"Spatial and Ecological-Economic issues, Agent-Based Modelling, Methods in General, Complex Systems",Richard,,247
5/26/2012 13:22:49,Summer School in Social Simulation: a hands-on approach,,"July 9, 2012 to July 13, 2012  (20 hours)",Universitat Autònoma de Barcelona (Spain),Laboratory for Sociohistorical Dynamics Simulation (LSDS),"Social simulation is a multidisciplinary research field that uses multi-agent computational models to approach the study and understanding of complex social phenomena such as the functioning of markets, the emergence of social norms, the ethnogenesis, or the dissemination of information in societies among others .  The Summer School in Social Simulation: A hands-on approach program, organized by the Laboratory for Socio-Historical Dynamics Simulation (LSDS - UAB) offers an intensive hands-on course on multi-agent modeling applied to the social sciences using the Netlogo modeling environment. Participants will be able to debut immediately in the field and to present their own simulation model at the end of the course.  The program will be conducted by researchers in artificial intelligence, sociology, economics, archeology and other fields in the social sciences who, parallel to the course, will present the state-of-the-art research on the implementation of social simulation in their fields of expertise.  The course is mainly directed to advanced students and researchers in the various fields of the social sciences who wish to approximate or to deepen in the knowledge of agent-based simulation to analyze complex phenomena in the context of social dynamics.

Academic program: http://www.openabm.org/files/Academic_Program.pdf

More information: Xavier.Vila@uab.cat",http://sct.uab.cat/lsds/content/lsds-summer-school-2012,Richard,"Spatial and Ecological-Economic issues, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, Methods in General, Complex Systems",OpenABM,2012-06-15,247
6/18/2012 12:16:55,Summer School in Social Simulation: A Hands-On Approach,,"July 9, 2012 to July 13, 2012",Laboratory for SocioHistorical Simulation,,"Social simulation is an multidisciplinary research field in which multi-agent computational models are used to combine the study and knowledge of complex social phenomena, such as market performance, the emergence of social norms, ethnogenesis or dissemination of information, etc. The programme Summer School in Social Simulation: a hands-on approach, organised by the Laboratory for SocioHistorical Simulation (LSDS-UAB) offers and intensive hands-on course on the multi-agent modelling applied to social sciences with the use of Netlogo free software, so that participants can immediately enter this field and present their own simulation model at the end of the programme. The course will be offered by researchers in Artificial Intelligence, Sociology, Economics, Archaeology and other social sciences fields who, in addition to the course, present the latest advances in the applications of social simulation in their field of expertise.",http://www.uab.es/servlet/Satellite/international-students/international-summer-school/all-courses/course-details/summer-school-in-social-simulation-a-hands-on-approach-1329981998082.html?c=Page&param1=1089384916283&param2=1328771327435%2C1328771327411&param3=1328771327435,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, Methods in General, Complex Systems",,,249
6/25/2012 12:18:23,Simulation of Adaptive Behavior conference 2012,SAB'12,"August, 27-30th 2012","Odense, Denmark",,"The objective of this interdisciplinary conference is to bring
together researchers in computer science, artificial intelligence,
alife, control, robotics, neurosciences, ethology, evolutionary
biology, and related fields so as to further our understanding of the
behaviors and underlying mechanisms that allow natural and artificial
animals to adapt and survive in uncertain environments. The conference
will focus on experiments with well-defined models --- robot models,
computer simulation models, mathematical models --- designed to help
characterize and compare various organizational principles or
architectures underlying adaptive behavior in real animals and in
synthetic agents, the animats.",http://www.sab2012.org,Sascha,Methods in General,,2012-07-22,249
7/7/2012 18:44:05,Complexity in the Real World @ ECCS12,CRW@ECCS,9/5/2012,Brussels,,"Complexity science is coming of age, however it has yet to make a significant impact upon social, economic and environmental policy – there is a still a “gap” between the worlds of complexity science and policy.  This workshop is aimed at this gap – to promote work which applis complexity science to policy questions and to discuss how to do this better. 

Workshop Goals:
* present work from the complexity sciences that has relevance to policy issues
* discuss ways in which the gap between complexity science and the policy world can be bridged
* discuss ways forward for applying complexity science to the real world, establishing its impact
* provide an opportunity for people in the Complexity community working on policy issues to meet and establish connections cutting across the different EU projects/CAs and research departments, including the four “Complexity Science in the Real World” projects
* Discuss new instruments to handle collective actions in government.

This workshop is under the umbrella of the ECCS 2012 conference (http://eccs2012.eu) and will include invited speak Ralph Dum from the EU Commission talking about Policy and Global Dynamics.",http://crweccs.wordpress.com/,Richard,"Policy Making, System Dynamics, Complex Systems",Bruce Edmonds <bruce@edmonds.name>,,251
