Timestamp,Title,Content,URL,Editor,Other:,Taggs,Issue
1/20/2012 11:49:53,New RepastCity program for agent city routing,"Nick Malleson has just created a new version of the RepastCity program - a simple Repast simulation that allows agents to move around a road network. If you're interested, the project is available for download.",http://code.google.com/p/repastcity/,Richard,repast-interest,"Spatial and Ecological-Economic issues, Agent-Based Modelling, Methods in General",238
1/20/2012 12:09:31,AWS Datasets,Amazon opens some interesting and ginormous datasets.,http://bit.ly/AobUtC,Richard,SOCNET,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",238
1/20/2012 12:37:08,RTI's 2012 Research Challenge,"Have you ever had a great research hypothesis but lacked the data to test it? If so, The 2012 Research Challenge is a great opportunity for you to get those data. To participate, amateur or professional researchers or research teams can submit a set of up to 10 survey questions for an upcoming in-person survey of Chicagoans. The ""winning"" submission(s) will be included in the in-person survey, and the winning researcher or team will receive the response data to their questions along with demographic data, and the first rights to publish results of their survey findings.
Participation is easy. In order to enter, all you need to do is send us:
- Up to 10 survey questions,
- A short synopsis of your research idea (2 pages or less), and
- A short biography of yourself (200 words or less)
Our judges will pick up to 12 winners, and those researchers will get to have their survey questions included in our study.",http://www.rti.org/researchchallenge,Richard,POLMETH,Methods in General,238
1/20/2012 12:38:21,Data release: Congressional Whip Count Database,"Larry Evans is pleased to announce the first release of the Congressional Whip Count Database, which provides extensive data about the whip polls conducted by party leaders in the U.S. House prior to major roll call votes on the floor, 1955-86.  Data, codebooks, and other relevant information can be accessed via his website. The data are based on records included in the personal papers of former congressional party leaders.  Included in this release are coded data about over 650 whipped questions and nearly 150,000 individual-level responses by lawmakers.",http://wmpeople.wm.edu/clevan,Richard,POLMETH,"Policy Making, Social Conflict and Social Simulation, Societal Transitions, System Dynamics, Methods in General",238
1/20/2012 12:49:06,"Announcement of Special Issue of ""Simulation"" (Jan 2012) on ""Agent-Based Simulation of Complex Social Systems""","Editorial: Adolfo López-Paredes, Bruce Edmonds, and Franziska Klugl: Special Issue: Agent Based Simulation of Complex Social Systems. 
Articles:
- Klaus G Troitzsch: Simulating communication and interpretation as a means of interaction in human social systems.
- Francesca Giardini and Rosaria Conte: Gossip for social control in natural and artificial societies.
- Juliette Rouchier and Emily Tanimura: When overconfident agents slow down collective learning.
- Nick Malleson, Linda See, Andy Evans, and Alison Heppenstall: Implementing comprehensive offender behaviour in a realistic agent-based model of burglary.
- Nurcin Celik,  Hui Xi, Dong Xu, Young-Jun Son, Robin Lemaire, and Keith Provan: Simulation-based workforce assignment considering position in a social network.
- Hansoo Kim,  Leon F McGinnis, and Chen Zhou: On fidelity and model selection for discrete event simulation.
- Haluk Topcuoglu, Murat Ermis, Ilker Bekmezci, and Mesut Sifyan: A new three-dimensional wireless multimedia sensor network simulation environment for connected coverage problems.
- Yongchang Ma, Ryan Fries, Mashrur Chowdhury, and Imran Inamdar: Evaluation of the integrated application of intelligent transportation system technologies using stochastic incident generation and resolution modeling.",http://sim.sagepub.com/content/88/1.toc,Sascha,,"Agent-Based Modelling, Complex Systems",238
1/20/2012 13:20:13,2005-2009 Version 1 U.S.-wide Synthetic Population database available,"Purpose:This dataset was created as a generic, nationwide synthetic population infrastructure for the ABM developer community.
Summary information: With the recent release of 5-Year American Community Survey (ACS) data for the 2005-2009 period, RTI has generated a new synthetic population database using the updated ACS demographic data. The synthetic population database contains a computerized representation of every household (112,383,675) and person (282,735,758) who lives in a household in the U.S. with many household-level (for example, household income, householder race, householder age, and household size) and person-level characteristics (for example, age, sex, race, ethnicity). In addition, each household has a latitude/longitude coordinate. The spatial distribution of the synthesized households closely match the general spatial distribution of the U.S. population. The database was created by RTI International (http://www.rti.org) under a grant from the National Institutes of General Medical Sciences called the 'Models of Infectious Disease Agent Study' (or MIDAS, (http://www.nigms.nih.gov/Research/FeaturedPrograms/MIDAS/)).
Documentation: A QuickStart Guide that provides information on the content and structure of the database is available here (https://www.epimodels.org/midasdocs/SynthPop/2005-2009_synth_pop_ver1_qu...)
Data Download: Data is provided in a zipped files containing a set of ascii comma separated files. To access the data, go to the download page (https://www.epimodels.org/midas/pubsyntdata1.do#downloads).","http://www.openabm.org/forum/2852
",Richard,OpenABM,"Societal Transitions, Agent-Based Modelling, Methods in General",238
1/27/2012 0:14:58,OCOPOMO website.,"OCOPOMO is a project co-funded by the European Commission under the 7th Framework Programme, Theme 7.3 (ICT for Governance and Policy Modelling). This project provides an innovative ""off the mainstream"" bottom-up approach to social policy modelling, combined with e-governance tools and techniques, and advanced ICT technologies. It's developing an agent based model with the support of stakeholders.",http://www.ocopomo.eu/,Richard,,"Policy Making, Agent-Based Modelling",239
2/3/2012 10:13:18,Academic Room (beta),"Academic Room is a social enterprise that facilitates multidisciplinary engagements among scholars and researchers around the world. Their mission is to democratize access to scholarly resources, which are organized in over 10,000 academic sub-disciplines. They share the conviction that easy and unimpeded access to quality educational resources should be a right and not a privilege. The platform allows academics, researchers and students to create highly specialized portals for their subfields. These portals can be enriched with professional directories, scholar profiles, video lectures, bibliographies, journal articles, books, reviews, images, ancient manuscripts and audio recordings. It has a sociology section as well.",http://www.academicroom.com/social-sciences/sociology,Richard,SOCNET,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",239
2/3/2012 10:44:16,"Support for transnational access to official microdata - call for research proposals under the FP7 EU project ""Data without Boundaries"" (DwB)","Call open: A unique opportunity for EU researchers to work with European microdata. To enhance access across borders to official microdata, the FP7-funded Data without Boundaries project offers different types of support for accessing a wide range of highly-detailed data from a number of European countries.",http://www.dwbproject.org/,Richard,SOCNET,Methods in General,239
2/3/2012 18:15:20,"New issue of Journal of Artificial Societies and Social Simulation, vol. 15(1)","Peer-reviewed Articles
- The Schelling Model of Ethnic Residential Dynamics: Beyond the Integrated - Segregated Dichotomy of Patterns
  by Erez Hatna and Itzhak Benenson. http://jasss.soc.surrey.ac.uk/15/1/6.html
- Creating Realistic Synthetic Populations at Varying Spatial Scales: A Comparative Critique of Population Synthesis Techniques
  by Kirk Harland, Alison Heppenstall, Dianna Smith and Mark Birkin. http://jasss.soc.surrey.ac.uk/15/1/1.html
- JAMSIM: a Microsimulation Modelling Policy Tool
  by Oliver Mannion, Roy Lay-Yee, Wendy Wrapson, Peter Davis and Janet Pearson. http://jasss.soc.surrey.ac.uk/15/1/8.html
- Participatory Agent-Based Simulation for Renewable Resource Management: The Role of the Cormas Simulation Platform to Nurture a Community of Practice
  by Christophe Le Page, Nicolas Becu, Pierre Bommel and François Bousquet. http://jasss.soc.surrey.ac.uk/15/1/10.html
- Nonlinear Dynamics of Crime and Violence in Urban Settings
  by Maria Fonoberova, Vladimir A. Fonoberov, Igor Mezic, Jadranka Mezic and P. Jeffrey Brantingham. http://jasss.soc.surrey.ac.uk/15/1/2.html
- Computational Modelling of Trust and Social Relationships
  by Alistair Sutcliffe and Di Wang. http://jasss.soc.surrey.ac.uk/15/1/3.html
- Rethinking the Tragedy of the Commons: The Integration of Socio-Psychological Dispositions
  by Julia Schindler. http://jasss.soc.surrey.ac.uk/15/1/4.html
- Are R&D Subsidies Provided Optimally? Evidence from a Simulated Agency-Firm Stochastic Dynamic Game
  by Giovanni Cerulli. http://jasss.soc.surrey.ac.uk/15/1/7.html
- Outstanding in the Field: Evaluating Auction Markets for Farmland Using Multi-Agent Simulation
  by Adam Arsenault, James Nolan, Richard Schoney and Donald Gilchrist. http://jasss.soc.surrey.ac.uk/15/1/11.html
- A Hybrid Model for Disease Spread and an Application to the SARS Pandemic
  by Teruhiko Yoneyama, Sanmay Das and Mukkai Krishnamoorthy. http://jasss.soc.surrey.ac.uk/15/1/5.html ",http://jasss.soc.surrey.ac.uk/,Sascha,,,239
2/14/2012 18:42:42,New social simulation laboratory at UAB (Barcelona),"LSDS (Laboratory for Socio-Historical Dynamics Simulation) is a new initiative promoted by the social simulation group that organized, a couple of years ago, the SSASA Meetings at Barcelona. The aim is to put together all the UAB expertise in the development of computer models of ""artificial societies in silico” in order to provide explanatory answers to questions raised by our eventual clients, developing technology transference activities from UAB to society (both public and private entities). LSDS aims to bring to Social Research some new perspectives on using computers, mainly, computer modelling/simulation of social phenomena and experimental social computer labs.
21th february 2012, at ""Aula Magna"", Faculty of Laws, Campus Bellaterra, Universitat Autònoma de Barcelona (UAB): Opening session of LSDS will include a lecture by Flaminio Squazzoni and a round-table with J.Brandts and R. Nigel about ""New Perspectives on Using Computers for Social Research: Virtual Experimental Laboratories and Virtual Societies Simulations"".",http://sct.uab.cat/lsds/content/opening-session-lsds,Richard,,"Spatial and Ecological-Economic issues, Agent-Based Modelling, Methods in General, Complex Systems",240
2/17/2012 15:24:16,Resources for Undergrad Classes: Results,"At the SOCNET mailing list a number of very good suggestions were sent to Brooke Foucault Welles' question regarding resources for SNA undergraduate classes.
In order to share, he organized all of the ideas into a (fairly rudimentary) google site: ""I hope you'll find it useful. Please feel free to use the materials and add to the site - I'd love to see more resources added over time!""",https://sites.google.com/site/resourcesforsnacourses/home,Richard,SOCNET,"Social Conflict and Social Simulation, System Dynamics, Complex Systems, Social Networks",240
3/2/2012 10:40:19," Course Announcement: Agent-based Modeling and Repast at Argonne May 14-18, 2012","Argonne National Laboratory and the Santa Fe Institute are holding their 11th annual agent-based modeling course from May 14 to 18, 2012. The course is an intensive applications-oriented introduction to agent-based modeling based on Michael North and Charles Macal’s book Managing Business Complexity: Discovering Strategic Solutions with Agent-Based Modeling and Simulation (Oxford 2007). The first half of the course will focus on agent modeling concepts from the perspective of managers and analysts. The second half of the course will focus on agent modeling implementation from the perspective of software developers and will include extensive hands-on exercises with Repast Simphony ReLogo. Participants are invited to attend the first session, the second session, or both depending on their interests. The course will be held at Argonne, which is located in the suburbs of Chicago, Illinois USA.",http://www.dis.anl.gov/conferences/abms/info.html,Richard,repast-interest,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",241
3/2/2012 11:32:00,Newton Fellowship Scheme ,"The Newton International Fellowships Scheme is delivered by The British Academy and the Royal Society. The Scheme has been established to select the very best early stage post-doctoral researchers from all over the world and enable them to work at UK research institutions for aperiod of two years. The Scheme covers researchers in all disciplines covered by the two academies -- physical, natural and social sciences, and the humanities.
Objectives of the Newton International Fellowships Scheme:
- To ensure the UK engages with the best post-doctoral researchers, across all disciplines of physical, natural and social sciences, and the humanities, from around the world.
- To provide an opportunity for post-doctoral researchers at an early career stage from anycountry outside the UK to work at a UK research institution for two years.
- To foster long-term relations between Newton Fellows and the UK research base through the establishment of an alumni programme for former Fellows of this Scheme. The alumni programme will include the possible provision of further funding for Newton Fellows for up to 10 years for follow-on activities, to enable links with UK based researchers to be maintained and developed. This is expected to facilitate, in the longer term, improved access to international centres of excellence for UK-based researchers.",http://www.newtonfellowships.org,Richard,SSAISB,"Agent-Based Modelling, Methods in General, Complex Systems",241
3/2/2012 12:01:18,Victor Lesser Distinguished Dissertation Award ,"Nominations are invited for the 2011 Victor Lesser Distinguished Dissertation Award sponsored by IFAAMAS, the International Foundation for Autonomous Agents and Multiagent Systems (http://www.ifaamas.org) and to be presented at AAMAS-2012 (http://aamas2012.webs.upv.es/). Eligible doctoral dissertations are those defended between January 1, 2011 and December 31, 2011 in the area of Autonomous Agents or Multiagent Systems.
This award includes a certificate signed by the IFAAMAS Chair, a 1500 EUR award and an hour-long presentation in a special session of the conference on the work contained in the dissertation.
The selection of the dissertation will be based on the originality, significance, and impact of the work. Evidence of such impact include publications at highly selective conferences and journals in the field with due importance given to AAMAS conference series and JAAMAS. Research output that resulted primarily from the student's initiative will be considered more favourably. The selection committee will be the final arbiter in the decision process. The selection committee might decide to consult external assessors and reserves the right to not award the prize if the nominations do not meet the expected quality level.",F.P.M.Dignum@uu.nl,Richard,agents-request,"Agent-Based Modelling, Methods in General, Complex Systems",241
3/16/2012 15:56:49,New Repast Simphony and Repast HPC Releases Are Now Available!,"The Repast development team is proud to announce the release of Repast Simphony 2.0 and Repast for High Performance Computing 1.0.1!
Repast Simphony 2.0 has many improvements including the use of OpenGL for significantly faster 2D display drawing, dramatic optimization of chart rendering speed, and substantial enhancements to the appearance of the runtime interface. Repast Simphony 2.0 ReLogo has new and enhanced primitives as well as the ability to create ReLogo library projects. Repast Simphony 2.0 also has a new, dramatically faster, data collection architecture and a more flexible supporting user interface.
Unfortunately, the new data collection architecture is incompatible with Repast Simphony 2.0 Beta data sets, charts, and file ""outputters."" New data sets, charts, and file sinks will have to be defined when upgrading models to Repast Simphony 2.0. More information can be found in the following data collection documentation: http://repast.sf.net/docs/DataCollection.pdf
Perhaps most important, Repast Simphony 2.0's supporting tutorials and documentation have been expanded including the addition of new tutorials for ReLogo, Java, and flowchart model creation! These new models include the following demonstrations and tutorials created by students under the leadership Rick Riolo and other mentors during the 2011 Google Summer of Code: http://code.google.com/p/repast-demos/w/list. Thank you Rick and Google! Contributors include Mudit Raj Gupta, Rowan Copely, Tim Sweda, Grace Lin and Richard Oliver Legendi.
Repast for High Performance Computing (HPC) now includes new facilities for efficient random selection of agent sets within contexts, cancellation of agent requests, specifying model parameters at run time, and tracking the record of runs performed. Common operations such as issuing agent requests and managing data in shared agent networks have also been made more efficient.",http://repast.sourceforge.net/,Richard,repast-interest,"Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems",242
3/16/2012 16:05:52,Network Science: new journal announcement,"The discipline is ready for a comprehensive journal, open to papers from all relevant areas. Network Science is a defining work, shaping this new discipline. The journal welcomes contributions from researchers in all areas working on network theory, methods, and data.
Network Science is a new journal for a new discipline -- one using the network paradigm, focusing on actors and relational linkages, to inform research, methodology, and applications from many fields across the natural, social, engineering and informational sciences. Given growing understanding of the interconnectedness and globalization of the world, network methods are an increasingly recognized way to research aspects of modern society along with the individuals, organizations, and other actors within it.",http://journals.cambridge.org/action/displaySpecialPage?pageId=3656,Richard,SOCNE,"Social Conflict and Social Simulation, Agent-Based Modelling, Methods in General, Complex Systems, Social Networks",242
3/16/2012 16:18:05,International Masters in Computer Science : Agent-based Computing Track,"The Department of Mathematics and Computer Science at Paris Descartes University (France) is offering a one year Masters program in agent technology. This program is a specialization track within the Research Masters proposed by the department. It provides a strong theoretical background in Artificial Intelligence (AI) by proposing courses covering several fundamental aspects in AI. The Masters program specializes in agent-based computing through specific classes covering some of the most important research topics in this area. It is addressed to students who already have attended a first year Masters program or who have earned a, at least four years, diploma in computer science.  Courses taken in artificial intelligence will be an advantage. 
The instruction language is English. Information about the courses (and their content), the teachers and the way candidates can apply can be found at the website. ",http://www.mi.parisdescartes.fr/abc,Richard,agents-request,"Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems",242
3/16/2012 16:27:46,New review of two software platforms,"Steve Lytinen and Steven Railsback just completed a new review of two software platforms: NetLogo 5.0 and ReLogo. They used methods similar to our 2006 platform review in Simulation: implementing a series of example models and comparing the programming experience, documentation, and execution speed. The results may be of interest especially to anyone who thinks NetLogo is particularly inefficient.",http://www.openabm.org/forum/2912,Richard,OpenABM,"Agent-Based Modelling, Methods in General, Complex Systems",242
3/31/2012 11:24:25,Exploring the structure of a network - a new tool,"Clement Levallois (Erasmus University Rotterdam) would like to draw your attention to a program he just released, which takes a directed network in input and outputs a new network where nodes are connected according to their similiarity, not their direct links. Practically speaking, this program was created to reveal structure in ""hairball"" networks - these networks that make a big blob of edges when visualized.
This blog post describes an application and contains the links for the download of the exe file.
",http://insights.exploreyourdata.com/,Richard,SOCNET,"Spatial and Ecological-Economic issues, Social Conflict and Social Simulation, System Dynamics, Methods in General, Complex Systems, Social Networks",243
3/31/2012 11:58:08,"Next GeoMason pre-release, 1.3beta, in subversion repository","Highlights:
Heavily refactored importers:
- ArcInfoASCGridImporter supports compressed streams (see Sleuth demo); should also have some performance improvement
- other importers now use URL instead of String; demos updated accordingly
- made importers static classes, so no longer necessary to instantiate them
- ShapeFileImporter now has more convenience member functions
- Compressed repository large demo data files, no 83Mb instead of 1.4Gb
",http://cs.gmu.edu/~eclab/projects/mason/extensions/geomason/,Richard,mason-interest,"Agent-Based Modelling, Methods in General, Complex Systems",243
4/13/2012 12:06:45,Nominate a Model for the CoMSES Model Recovery and Replication Drive,"Are there any well-known computational models in the literature that you would like to use, but the code isn't readily available? CoMSES Net is soliciting nominations for models that should be prioritized for submission to the CoMSES Computational Model Library (CML), and implementation on up-to-date modeling platforms is needed.
We will be initiating a Model Recovery and Replication Drive, by contacting the original authors to recover their model code and documentation and providing them to encourage their replication by researchers and university class projects. We hope to meet the goal of having well-documented and well-implemented versions of the highest priority models available in the CML by the end of 2012.
To nominate a model, enter the name and citation for that model in the form below before May 1, 2012. Once we have collected model nominations, we will organize an open vote to determine the Top 10 Most-Desired Models for the CML.",http://www.openabm.org/form/nominate-model,Sascha,,Complex Systems,244
4/13/2012 14:07:13,Online Courses in Research Methods in Anthropology,"The University of Florida is now offering online courses on research methods in anthropology.The first two courses, offered in May-June of 2012, are Text Analysis in Cultural Anthropology (taught by Clarence Gravlee and Amber Wutich) and Geospatial Analysis in Cultural Anthropology (taught by Eduardo Brondizio and Tracy Van Holt).
Each five-week, online course, carries three university credits at the graduate level. The courses are for professionals in anthropology and for students of anthropology who are looking to strengthen their skills in research methods. The emphasis in each course is on skills for collecting and analyzing the many kinds of data with which anthropologists work. For more information and to enroll, contact Russ Bernard at ufruss@ufl.edu
",http://rma.distance.ufl.edu,Richard,SOCNET,"Spatial and Ecological-Economic issues, Societal Transitions",244
4/27/2012 13:26:46,PajekXXL and Pajek 3.01 (32 and 64 bit) now available,"First version of PajekXXL is now available. PajekXXL is a special edition of program Pajek.
Its memory consumption is much lower. For the same network it needs at least 2-3 times less physical memory than Pajek. Operations that are memory intensive are also faster. Sparse networks containing up to 100 millions of vertices can be analysed on computers with 4 GRAM memory. Networks containing up to one billion of vertices can be analysed with 16 GRAM (or more) using PajekXXL. You are welcome to learn more and visit PajekXXL pre-release web page.
The page containts first version of program PajekXXL together with instructions and some examples.",http://mrvar.fdv.uni-lj.si/pajek,Richard,SOCNET,Social Networks,245
4/27/2012 13:55:52,Call for Bids: EUMAS 2013,"Proposers are expected to have received prior approval from their respective organisations to host the event. Proposals should be submitted by email to Franziska Kluegl who is currently the responsible person in the EURAMAS Board (franziska.klugl@oru.se) before *May 31th, 2012*. We would appreciate to be contacted if you consider bidding for discussing opportunities and supporting you in elaborating the bid. The Board aims at making a decision as soon as possible, ideally at the meeting during AAMAS 2012. For further questions or inquiries, send an email to Franziska.
If you consider bidding for *EUMAS 2014* already now, then also do not hesitate to contact us as we want to take the decision on future events earlier for giving more time for planning.",http://www.eumas.org/,Richard,agents-request,"System Dynamics, Methods in General, Complex Systems",245
4/27/2012 14:00:16,NRC Survey on Land Change Modeling,"From the OpenABM forum for Land Change Modelers:
""The U.S. National Academy of Sciences, through its National Research Council (NRC), is assessing the future research requirements for spatially explicit land-change models and needs your input (committee details below).
We kindly ask that you complete a short, five question, on-line questionnaire: http://dels-registration.nas.edu/s3/LCM. This is a small survey, going only to a select group of individuals, so your response will be valuable to the committee. Please complete the questionnaire by May 1 if possible.
Sincerely, The NRC Committee on Needs and Research Requirements for Land-Change Modeling if you are not a modeler, our apologies and please forward this message to your modeler colleague(s).""",http://dels.nas.edu/Study-In-Progress/Needs-Research-Requirements-Land/DELS-BESR-10-01,Richard,OpenABM,"Spatial and Ecological-Economic issues, Agent-Based Modelling",245
4/27/2012 14:05:52,Tool for model exploration - New MEME build (v2.1.20413) is available with Mason support,"New version of MEME [http://meme.aitia.ai] is now available to download on the MASS site [http://mass.aitia.ai].
MEME stands for Model Exploration Module; it is a tool for dealing with experiments and the data produced. It allows the user to store and organize the raw data created by parameter sweeps in databases and to merge and split them. It has an easy to use, automated wizard to create distillated (processed) view tables and to visualize these tables on numerous types of graphs and charts. See some screenshots at [http://mass.aitia.ai/screenshots/73-meme-screenshots?showall=1]. You can find some documentation (including tutorials) at [http://mass.aitia.ai/documentation/manuals/meme-documentation ].
This builds extends MEME with the following major features:
- New simulation platform support: Mason
- Chart creation from results directly
- Experimental Genetic Algorithm dynamic IntelliSweep plugin
",http://mass.aitia.ai/downloads/meme-material/181-meme-build-110518 ,Richard,mason-interest,"Agent-Based Modelling, Methods in General, Complex Systems",245
5/11/2012 14:41:46,News Notes for Agent-Based Computational Economics Website,Leigh Tesfatsion announces updates of his Agent-based Computational Economics (ACE) webiste. ACE is the computational study of economic processes modeled as dynamic systems of interacting agents.,http://www2.econ.iastate.edu/tesfatsi/ace0412.htm,Sascha,,Market Dynamics,246
5/12/2012 11:20:51,"Network Science, the new Cambridge University Press journal","On behalf of Stanley Wasserman from the Socnet and Polmeth mailing lists:

""I am pleased to announce that contracts have been signed, and that we
are now formally in business!

Our formal website is:
http://journals.cambridge.org/action/displayJournal?jid=NWS

And our informal website is:
http://www.indiana.edu/~netsci/

We will use the informal site at IU to post news about the journal.

The list of editors and associate editors can be found at either site.

We are still looking at Spring 2013 as the publication date for the first issue. Formal submissions will be possible soon via manuscript central at the formal website.   

Thanks to everyone who worked with us on this venture! All the editors are excited about getting started with submissions!

Questions can be sent via email to netsci@indiana.edu""",,Richard,SOCNET,Social Networks,246
5/12/2012 11:24:17,W3C Invites Implementations of Emotion Markup Language (EmotionML) 1.0,"EmotionML is considered mature enough to be implemented. 
If you are interested in EmotionML, please consider implementing it in 
the next three months and submitting an implementation report, as 
described here: http://www.w3.org/2002/mmi/2012/emotionml-irp/",http://www.w3.org/News/2012#entry-9449,Richard,agents-request,"Agent-Based Modelling, Methods in General",246
5/12/2012 11:47:17,Spatial Demography Meeting Report,"In December, the Center for Spatial Studies at UCSB hosted a meeting on Future Directions in Spatial Demography co-sponsored by UCSB, Penn State, and the NIH. Mike Goodchild, Stephen Matthews, and Don Janelle, the organizers of the meeting, have asked the participants to send along information about the meeting's final report to our various disciplines. I know that the organizers are interested in building bridges to political science, and the report includes information that will be of interest to scholars in our discipline. Among the topics covered in the report are software for spatial analysis, new data sources, various websites, and discussions about emerging concerns in spatial demography. Several Directors and representatives from Population Centers also attended the meeting and some of the material in the report will also be of interest to political scientists affiliated with their institutions' Population Centers. The final report can be found at the specified URL.",http://ncgia.ucsb.edu/projects/spatial_demography/docs/Future-Directions-in-Spatial-Demography-Report.pdf,Richard,POLMETH,"Spatial and Ecological-Economic issues, Agent-Based Modelling, Methods in General",246
5/25/2012 16:23:40,CoMSES Net is launching Phase 2 of the 2012 Model Recovery and Replication Drive,CoMSES invites Members and Affiliates to vote for the nominated models they would most like to see replicated first. You are free to select multiple models in your vote. You are also free to write-in a choice if you think of another candidate model. The write-in candidates will be added to the model list. The models that receive the most votes will be prioritized in the Recovery & Replication Drive.,http://www.openabm.org/poll/vote-models-you-would-see-replicated,Sascha,,Methods in General,247
5/26/2012 11:47:48,Global Survey of research practices of complex systems and social simulation,"We are glad to invite you to participate in a Global Survey of research practices of complex systems and social simulation.

This survey is framed in a PhD study in sociology conducted at the University of Toulouse1-Capitole in France and at the University of Buenos Aires in Argentina, under the direction of Professors Dr. Pascal Roggero and Dr. Juan Ignacio Piovani. The research is funded by the National Council of Scientific and Technical Researches of Argentina.

The European Social Simulation Association collaborates with other academic institutions to distribute this survey in Europe, in Asia and in North and South America. 

Your opinion is very important since it will contribute to identify key problems, challenges and research trends structuring the field of complex systems and social simulation.

You can answer the survey in different languages.

We would be grateful for your participation, and we actively encourage you to answer the survey and to diffuse it among your colleagues.",https://www.surveymonkey.com/s/survey_complex-systems_social-simulation,Richard,Michael,"Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems",247
5/26/2012 12:07:42,Agent-based Computational Economics,"The latest issue of ""The Knowledge Engineering Review"" journal is a special issue on the topic of Agent-based Computational Economics, guest-edited by Robert E. Marks and Nicolaas J. Vriend. The issue is volume 27, issue 2 (June 2012) and is available.",http://journals.cambridge.org/action/displayIssue?decade=2010&jid=KER&volumeId=27&issueId=02,Richard,agents,"Spatial and Ecological-Economic issues, Agent-Based Modelling, Methods in General, Complex Systems",247
5/26/2012 12:39:10,Call for bids to host Prima2013,"Bids are solicited to host the 16th International Conference on Principles and Practice in Multi-Agent Systems (PRIMA2013).

The PRIMA conference brings together researchers and practitioners in all areas of agent technology such as software agents, multiagent systems, synthetic agents, robotic agents, human agent interaction, and mobile agents. The PRIMA onferences include a variety of activities, including technical sessions, tutorials, associated workshops, and social events.  The conference website provides links to each of the conferences.

PRIMA2013 will be held at dates to be determined in consultation with the successful bid team, preferably in Autumn 2013. Based on past experience and trends we expect the attendance of AAMAS'2009 to be around 100 people. Bids from all geographical regions will be considered.

All correspondence regarding bids should be directed by email to Makoto Yokoo, yokoo@inf.kyushu-u.ac.jp chair of the PRIMA Conference Steering committee.",http://www.ai.soc.i.kyoto-u.ac.jp/prima/,Richard,agents-request,"Agent-Based Modelling, System Dynamics, Complex Systems",247
5/26/2012 13:01:12,Society for Political Methodology Statistical Software Award.,"Call for nominations:  the Society for Political Methodology Statistical Software Award.  The award recognizes ""individual(s) for developing statistical software that makes a significant research contribution.""

ominations must include a brief (no more than one page, single spaced) executive summary, describing the software and the contribution it has made to research in political science. Additional material may also be provided.  This could include (but is not limited to) a tutorial, a pdf of the user manual, a Journal of Statistical Software article, etc. Preference will be given to members of APSA and to source code we can see and check for quality and innovation.  If source code is to be provided, you may either email a zip file containing it (within reasonable size limits) or provide a web link or ftp site where we may access the source code.

The deadline for nominations is *June 30, 2012*.  Self-nominations are encouraged.  Please email nominations to the committee chair: Curt Signorino (curt.signorino@rochester.edu).
",,Richard,POLMETH,"Policy Making, Methods in General",247
5/26/2012 13:04:30,PajekXXL and Pajek 3.02 (32 and 64 bit) now available,"Fast Louvain community detection algorithm in several passes (Blondel et al). is now implemented in Pajek and PajekXXL 3.02. Result consists of one partition for each pass.  Since the algorithm is very fast it can be applied to huge sparse networks (100s of millions of vertices). Two versions are implemented: one for ordinary (weighted or unweighted networks) and another for signed networks.

Some new options for automatic network drawing were added. You can find some hints how to visualize communities in moderate size networks (e.g. networks with approx. 100.000 vertices, containing no more than 2000 communities and upto 1000 members in each community) here:

http://mrvar.fdv.uni-lj.si/pajek/community/CommunityDrawExample.htm",  http://mrvar.fdv.uni-lj.si/pajek,Richard,SOCNET,"Agent-Based Modelling, Methods in General, Game Theory, Complex Systems, Social Networks",247
6/8/2012 15:42:33,"ri' package on CRAN, supplement to Gerber and Green (2012)","Cyrus Samii and Peter Aronow are pleased to announce the first release of ""ri: R package for performing randomization-based inference for experiments,"" available on CRAN.

The package provides a set of tools for conducting exact or approximate randomization-based inference for experiments. The primary functionality of the package lies in the generation, manipulation and use of permutation matrices implied by given experimental designs. Among other features, the package facilitates estimation of average treatment effects, constant effects variance estimation, randomization inference for significance testing against sharp null hypotheses and visualization of data and results. The ri package may be used with a variety of experimental designs, including block randomization, cluster randomization, restricted randomization and user-specified alternatives. Estimation options include weighted and unweighted difference-in-means, regression, Horvitz-Thompson, and instrumental variables.

The package is also designed to be a supplement to the new textbook from Alan Gerber and Don Green, ""Field Experiments: Design, Analysis, and Interpretation"" (http://books.wwnorton.com/books/978-0-393-97995-4/). Example code and datasets associated with the book are also available online (http://isps.research.yale.edu/research/data/fedai/).

The package is still in beta (version 0.9), and the authors would greatly appreciate any feedback on its functionality.",http://cran.r-project.org/web/packages/ri/index.html,Richard,,"Policy Making, System Dynamics, Methods in General, Complex Systems",248
